"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
997.444732611474,4.60255454054447,0.211741943062386,21.7366218236148,9.24585530301513e-105,1.70262425405024e-100,"ENSG00000152583"
11193.7231981539,1.45149351422618,0.0848957782264339,17.0973580141377,1.55285950400414e-65,1.42979538831181e-61,"ENSG00000148175"
776.600164098613,3.18388262288409,0.201509405983031,15.8001687680633,3.10284782836143e-56,1.90463142530919e-52,"ENSG00000179094"
2737.98162586977,1.38716804373853,0.091658697311881,15.1340580263595,9.65533114793558e-52,4.44507307723084e-48,"ENSG00000134686"
3656.26740037453,2.20346827829643,0.147419126764083,14.9469633056684,1.63015008132492e-50,6.00384274951969e-47,"ENSG00000125148"
3409.03835490143,2.94901281295456,0.201546443513773,14.6319268231247,1.75738759822363e-48,5.39371543688136e-45,"ENSG00000120129"
2341.78067569054,3.30522736474065,0.228030723877349,14.4946580379161,1.30952913297129e-47,3.44499699766661e-44,"ENSG00000189221"
385.071327676389,7.1761493962066,0.496359299844251,14.4575701481938,2.24587292105317e-47,5.16971873014926e-44,"ENSG00000109906"
2649.82251474546,-2.49988304166943,0.178903479961619,-13.9733617378809,2.2666960576084e-44,4.63791198898431e-41,"ENSG00000178695"
12703.4128252398,3.85775021160878,0.27932476938676,13.8109850410983,2.18818799616016e-43,4.02954819492894e-40,"ENSG00000101347"
5393.11454093552,2.02995889126933,0.151706516399695,13.3808285856428,7.82699330450521e-41,1.31030983365876e-37,"ENSG00000162614"
229.638049919376,-2.21693924604389,0.166828412556157,-13.2887390827245,2.69074301981525e-40,4.12916939249149e-37,"ENSG00000196517"
2564.38437504937,3.93843101507585,0.296906743549063,13.2648755902206,3.70034444284865e-40,5.24168022423522e-37,"ENSG00000096060"
1467.63832301977,1.52097017999926,0.123443099809999,12.3212247775721,6.96286871784036e-35,9.15865910278787e-32,"ENSG00000162616"
2250.58089102087,-1.01449238445002,0.0824250094621696,-12.3080651257388,8.19646504973258e-35,1.0062526926055e-31,"ENSG00000116584"
7432.96098233325,2.16221947092681,0.177514555482668,12.1805193103611,3.94760242314276e-34,4.54344366388587e-31,"ENSG00000166741"
498.690254503353,1.15807030071421,0.0971414775312344,11.9214812266145,9.146771134382e-33,9.90810531997909e-30,"ENSG00000183044"
1303.26322729511,-1.35029402425609,0.116149008711356,-11.6255320578045,3.05682896141782e-31,3.12730585136162e-28,"ENSG00000144369"
2057.20440873193,2.89494699695875,0.250638798650743,11.5502747880338,7.35847890134769e-31,7.13191520885883e-28,"ENSG00000198624"
5596.3514152391,1.12456104199287,0.0981153358810068,11.4616235259768,2.05623714531515e-30,1.89328035154892e-27,"ENSG00000164125"
100989.91598642,-1.29947097747104,0.115311208465597,-11.2692512268548,1.86146142863817e-29,1.63232439087486e-26,"ENSG00000108821"
19611.251384513,3.00416007078902,0.26875389316361,11.1781081026431,5.21907239174284e-29,4.36860082245202e-26,"ENSG00000135821"
561.111048261822,4.58218142970924,0.412315586337101,11.1132869616114,1.08105472752433e-28,8.65548817711328e-26,"ENSG00000163884"
508.164810682556,-3.60933204795291,0.32642873544661,-11.057029164466,2.02700508338617e-28,1.55530410877318e-25,"ENSG00000162692"
1920.71084944799,1.55676220873079,0.141029484462351,11.038558459358,2.48995707460275e-28,1.83410238115238e-25,"ENSG00000164647"
1570.63392682279,1.20687900242556,0.109734438258672,10.9981790728325,3.89926141056537e-28,2.76172687982928e-25,"ENSG00000077684"
1223.46315207371,2.25393670843187,0.205574548135311,10.9640844592703,5.68732465102883e-28,3.87896605365541e-25,"ENSG00000139132"
1010.29282888401,1.35688162931468,0.125664887328976,10.7976194317711,3.53243412060629e-27,2.32320622610589e-24,"ENSG00000114098"
630.869571252005,-1.27245221033198,0.118414311103151,-10.7457637381646,6.20462628557991e-27,3.93993769134324e-24,"ENSG00000181467"
5040.48334406563,1.02831045496215,0.0959516669645762,10.7169628990582,8.47403306043558e-27,5.20164396026404e-24,"ENSG00000123562"
495.095686525811,3.30052365155621,0.308426316320163,10.7011739171118,1.00496875087485e-26,5.96983856366466e-24,"ENSG00000165995"
